AR, 2018, kidney, 1099, num, deceased
AT, 2002, liver, 0.5, pmp, living
AT, 2002, pancreas, -, pmp, living
AT, 2002, heart, -, pmp, living
AT, 2002, lung, -, pmp, living
AT, 2002, heart/lung, -, pmp, living
AT, 2003, kidney, 302, num, deceased
AT, 2003, liver, 129, num, deceased
AT, 2003, pancreas, 8, num, deceased
AT, 2003, heart, 62, num, deceased
AT, 2003, lung, 16, num, deceased
AT, 2003, heart/lung, -, num, deceased
AT, 2003, kidney, 37.30, pmp, deceased
AT, 2003, liver, 15.90, pmp, deceased
AT, 2003, pancreas, 1, pmp, deceased
AT, 2003, heart, 7.70, pmp, deceased
AT, 2003, lung, 2, pmp, deceased
AT, 2003, heart/lung, -, pmp, deceased
AT, 2003, kidney, 38, num, living
AT, 2003, liver, 6, num, living
AT, 2003, pancreas, -, num, living
AT, 2003, heart, -, num, living
AT, 2003, lung, -, num, living
AT, 2003, heart/lung, -, num, living
AT, 2003, kidney, 4.70, pmp, living
AT, 2003, liver, 0.7, pmp, living
AT, 2003, pancreas, -, pmp, living
AT, 2003, heart, -, pmp, living
AT, 2003, lung, -, pmp, living
AT, 2003, heart/lung, -, pmp, living
AT, 2004, kidney, 311, num, deceased
AT, 2004, liver, 115, num, deceased
AT, 2004, pancreas, 11, num, deceased
AT, 2004, heart, 62, num, deceased
AT, 2004, lung, 20, num, deceased
AT, 2004, heart/lung, -, num, deceased
AT, 2004, kidney, 38.20, pmp, deceased
AT, 2004, liver, 14.10, pmp, deceased
AT, 2004, pancreas, 1.40, pmp, deceased
AT, 2004, heart, 7.70, pmp, deceased
AT, 2004, lung, 2.5, pmp, deceased
AT, 2004, heart/lung, -, pmp, deceased
AT, 2004, kidney, 38, num, living
AT, 2004, liver, 6, num, living
AT, 2004, pancreas, -, num, living
AT, 2004, heart, -, num, living
AT, 2004, lung, -, num, living
AT, 2004, heart/lung, -, num, living
AT, 2004, kidney, 4.70, pmp, living
AT, 2004, liver, 0.7, pmp, living
AT, 2004, pancreas, -, pmp, living
AT, 2004, heart, -, pmp, living
AT, 2004, lung, -, pmp, living
AT, 2004, heart/lung, -, pmp, living
AT, 2005, kidney, 338, num, deceased
AT, 2005, liver, 120, num, deceased
AT, 2005, pancreas, 8, num, deceased
AT, 2005, heart, 55, num, deceased
AT, 2005, lung, 22, num, deceased
AT, 2005, heart/lung, -, num, deceased
AT, 2005, kidney, 41.20, pmp, deceased
AT, 2005, liver, 14.60, pmp, deceased
AT, 2005, pancreas, 1, pmp, deceased
AT, 2005, heart, 6.70, pmp, deceased
AT, 2005, lung, 2.70, pmp, deceased
AT, 2005, heart/lung, -, pmp, deceased
AT, 2005, kidney, 37, num, living
AT, 2005, liver, 3, num, living
AT, 2005, pancreas, -, num, living
AT, 2005, heart, -, num, living
AT, 2005, lung, -, num, living
AT, 2005, heart/lung, -, num, living
AT, 2005, kidney, 4.5, pmp, living
AT, 2005, liver, 0.4, pmp, living
AT, 2005, pancreas, -, pmp, living
AT, 2005, heart, -, pmp, living
AT, 2005, lung, -, pmp, living
AT, 2005, heart/lung, -, pmp, living
AT, 2006, kidney, 342, num, deceased
AT, 2006, liver, 130, num, deceased
AT, 2006, pancreas, 12, num, deceased
AT, 2006, heart, 51, num, deceased
AT, 2006, lung, 32, num, deceased
AT, 2006, heart/lung, -, num, deceased
AT, 2006, kidney, 41.40, pmp, deceased
AT, 2006, liver, 15.70, pmp, deceased
AT, 2006, pancreas, 1.5, pmp, deceased
AT, 2006, heart, 6.20, pmp, deceased
AT, 2006, lung, 3.9, pmp, deceased
AT, 2006, heart/lung, -, pmp, deceased
AT, 2006, kidney, 57, num, living
AT, 2006, liver, 2, num, living
AT, 2006, pancreas, -, num, living
AT, 2006, heart, -, num, living
AT, 2006, lung, -, num, living
AT, 2006, heart/lung, -, num, living
AT, 2006, kidney, 7, pmp, living
AT, 2006, liver, 0.2, pmp, living
AT, 2006, pancreas, -, pmp, living
AT, 2006, heart, -, pmp, living
AT, 2006, lung, -, pmp, living
AT, 2006, heart/lung, -, pmp, living
AT, 2007, kidney, 307, num, deceased
AT, 2007, liver, 108, num, deceased
AT, 2007, pancreas, 6, num, deceased
AT, 2007, heart, 57, num, deceased
AT, 2007, lung, 7, num, deceased
AT, 2007, heart/lung, -, num, deceased
AT, 2007, kidney, 37.10, pmp, deceased
AT, 2007, liver, 13, pmp, deceased
AT, 2007, pancreas, 0.7, pmp, deceased
AT, 2007, heart, 6.90, pmp, deceased
AT, 2007, lung, 0.8, pmp, deceased
AT, 2007, heart/lung, -, pmp, deceased
AT, 2007, kidney, 62, num, living
AT, 2007, liver, 3, num, living
AT, 2007, pancreas, -, num, living
AT, 2007, heart, -, num, living
AT, 2007, lung, -, num, living
AT, 2007, heart/lung, -, num, living
AT, 2007, kidney, 7.5, pmp, living
AT, 2007, liver, 0.4, pmp, living
AT, 2007, pancreas, -, pmp, living
AT, 2007, heart, -, pmp, living
AT, 2007, lung, -, pmp, living
AT, 2007, heart/lung, -, pmp, living
AT, 2008, kidney, 267, num, deceased
AT, 2008, liver, 105, num, deceased
AT, 2008, pancreas, 3, num, deceased
AT, 2008, heart, 59, num, deceased
AT, 2008, lung, 13, num, deceased
AT, 2008, heart/lung, -, num, deceased
AT, 2008, kidney, 32, pmp, deceased
AT, 2008, liver, 12.60, pmp, deceased
AT, 2008, pancreas, 0.4, pmp, deceased
AT, 2008, heart, 7.10, pmp, deceased
AT, 2008, lung, 1.60, pmp, deceased
AT, 2008, heart/lung, -, pmp, deceased
AT, 2008, kidney, 58, num, living
AT, 2008, liver, 4, num, living
AT, 2008, pancreas, -, num, living
AT, 2008, heart, -, num, living
AT, 2008, lung, -, num, living
AT, 2008, heart/lung, -, num, living
AT, 2008, kidney, 7, pmp, living
AT, 2008, liver, 0.5, pmp, living
AT, 2008, pancreas, -, pmp, living
AT, 2008, heart, -, pmp, living
AT, 2008, lung, -, pmp, living
AT, 2008, heart/lung, -, pmp, living
AT, 2009, kidney, 326, num, deceased
AT, 2009, liver, 141, num, deceased
AT, 2009, pancreas, 1, num, deceased
AT, 2009, heart, 72, num, deceased
AT, 2009, lung, 9, num, deceased
AT, 2009, heart/lung, -, num, deceased
AT, 2009, kidney, 39, pmp, deceased
AT, 2009, liver, 16.90, pmp, deceased
AT, 2009, pancreas, 0.1, pmp, deceased
AT, 2009, heart, 8.60, pmp, deceased
AT, 2009, lung, 1.10, pmp, deceased
AT, 2009, heart/lung, -, pmp, deceased
AT, 2009, kidney, 69, num, living
AT, 2009, liver, 7, num, living
AT, 2009, pancreas, -, num, living
AT, 2009, heart, -, num, living
AT, 2009, lung, -, num, living
AT, 2009, heart/lung, -, num, living
AT, 2009, kidney, 8.30, pmp, living
AT, 2009, liver, 0.8, pmp, living
AT, 2009, pancreas, -, pmp, living
AT, 2009, heart, -, pmp, living
AT, 2009, lung, -, pmp, living
AT, 2009, heart/lung, -, pmp, living
AT, 2010, kidney, 319, num, deceased
AT, 2010, liver, 132, num, deceased
AT, 2010, pancreas, 31, num, deceased
AT, 2010, heart, 69, num, deceased
AT, 2010, lung, 114, num, deceased
AT, 2010, heart/lung, -, num, deceased
AT, 2010, kidney, 38.10, pmp, deceased
AT, 2010, liver, 15.80, pmp, deceased
AT, 2010, pancreas, 3.70, pmp, deceased
AT, 2010, heart, 8.20, pmp, deceased
AT, 2010, lung, 13.60, pmp, deceased
AT, 2010, heart/lung, -, pmp, deceased
AT, 2010, kidney, 58, num, living
AT, 2010, liver, 2, num, living
AT, 2010, pancreas, -, num, living
AT, 2010, heart, -, num, living
AT, 2010, lung, -, num, living
AT, 2010, heart/lung, -, num, living
AT, 2010, kidney, 6.90, pmp, living
AT, 2010, liver, 0.2, pmp, living
AT, 2010, pancreas, -, pmp, living
AT, 2010, heart, -, pmp, living
AT, 2010, lung, -, pmp, living
AT, 2010, heart/lung, -, pmp, living
AT, 2011, kidney, 360, num, deceased
AT, 2011, liver, 126, num, deceased
AT, 2011, pancreas, 16, num, deceased
AT, 2011, heart, 51, num, deceased
AT, 2011, lung, 120, num, deceased
AT, 2011, heart/lung, -, num, deceased
AT, 2011, kidney, 42.84, pmp, deceased
AT, 2011, liver, 14.99, pmp, deceased
AT, 2011, pancreas, 1.9, pmp, deceased
AT, 2011, heart, 6.07, pmp, deceased
AT, 2011, lung, 14.28, pmp, deceased
AT, 2011, heart/lung, -, pmp, deceased
AT, 2011, kidney, 55, num, living
AT, 2011, liver, 2, num, living
AT, 2011, pancreas, -, num, living
AT, 2011, heart, -, num, living
AT, 2011, lung, -, num, living
AT, 2011, heart/lung, -, num, living
AT, 2011, kidney, 6.54, pmp, living
AT, 2011, liver, 0.24, pmp, living
AT, 2011, pancreas, -, pmp, living
AT, 2011, heart, -, pmp, living
AT, 2011, lung, -, pmp, living
AT, 2011, heart/lung, -, pmp, living
AT, 2012, kidney, 360, num, deceased
AT, 2012, liver, 125, num, deceased
AT, 2012, pancreas, 14, num, deceased
AT, 2012, heart, 62, num, deceased
AT, 2012, lung, 126, num, deceased
AT, 2012, heart/lung, -, num, deceased
AT, 2012, kidney, 42.60, pmp, deceased
AT, 2012, liver, 14.80, pmp, deceased
AT, 2012, pancreas, 1.7, pmp, deceased
AT, 2012, heart, 7.30, pmp, deceased
AT, 2012, lung, 14.90, pmp, deceased
AT, 2012, heart/lung, -, pmp, deceased
AT, 2012, kidney, 63, num, living
AT, 2012, liver, 0, num, living
AT, 2012, pancreas, -, num, living
AT, 2012, heart, -, num, living
AT, 2012, lung, -, num, living
AT, 2012, heart/lung, -, num, living
AT, 2012, kidney, 7.5, pmp, living
AT, 2012, liver, 0, pmp, living
AT, 2012, pancreas, -, pmp, living
AT, 2012, heart, -, pmp, living
AT, 2012, lung, -, pmp, living
AT, 2012, heart/lung, -, pmp, living
AT, 2013, kidney, 347, num, deceased
AT, 2013, liver, 130, num, deceased
AT, 2013, pancreas, 19, num, deceased
AT, 2013, heart, 64, num, deceased
AT, 2013, lung, 128, num, deceased
AT, 2013, heart/lung, -, num, deceased
AT, 2013, kidney, 41.10, pmp, deceased
AT, 2013, liver, 15.40, pmp, deceased
AT, 2013, pancreas, 2.20, pmp, deceased
AT, 2013, heart, 7.60, pmp, deceased
AT, 2013, lung, 15.10, pmp, deceased
AT, 2013, heart/lung, -, pmp, deceased
AT, 2013, kidney, 74, num, living
AT, 2013, liver, 2, num, living
AT, 2013, pancreas, -, num, living
AT, 2013, heart, -, num, living
AT, 2013, lung, -, num, living
AT, 2013, heart/lung, -, num, living
AT, 2013, kidney, 8.80, pmp, living
AT, 2013, liver, 0.2, pmp, living
AT, 2013, pancreas, -, pmp, living
AT, 2013, heart, -, pmp, living
AT, 2013, lung, -, pmp, living
AT, 2013, heart/lung, -, pmp, living
AT, 2014, kidney, 375, num, deceased
AT, 2014, liver, 136, num, deceased
AT, 2014, pancreas, 21, num, deceased
AT, 2014, heart, 68, num, deceased
AT, 2014, lung, 134, num, deceased
AT, 2014, heart/lung, -, num, deceased
AT, 2014, kidney, 44.10, pmp, deceased
AT, 2014, liver, 16, pmp, deceased
AT, 2014, pancreas, 2.5, pmp, deceased
AT, 2014, heart, 8, pmp, deceased
AT, 2014, lung, 15.80, pmp, deceased
AT, 2014, heart/lung, -, pmp, deceased
AT, 2014, kidney, 71, num, living
AT, 2014, liver, 6, num, living
AT, 2014, pancreas, -, num, living
AT, 2014, heart, -, num, living
AT, 2014, lung, -, num, living
AT, 2014, heart/lung, -, num, living
AT, 2014, kidney, 8.30, pmp, living
AT, 2014, liver, 0.7, pmp, living
AT, 2014, pancreas, -, pmp, living
AT, 2014, heart, -, pmp, living
AT, 2014, lung, -, pmp, living
AT, 2014, heart/lung, -, pmp, living
AT, 2015, kidney, 356, num, deceased
AT, 2015, liver, 141, num, deceased
AT, 2015, pancreas, 27, num, deceased
AT, 2015, heart, 67, num, deceased
AT, 2015, lung, 129, num, deceased
AT, 2015, heart/lung, -, num, deceased
AT, 2015, kidney, 41.5, pmp, deceased
AT, 2015, liver, 16.40, pmp, deceased
AT, 2015, pancreas, 3.10, pmp, deceased
AT, 2015, heart, 7.80, pmp, deceased
AT, 2015, lung, 15, pmp, deceased
AT, 2015, heart/lung, -, pmp, deceased
AT, 2015, kidney, 62, num, living
AT, 2015, liver, 5, num, living
AT, 2015, pancreas, -, num, living
AT, 2015, heart, -, num, living
AT, 2015, lung, -, num, living
AT, 2015, heart/lung, -, num, living
AT, 2015, kidney, 7.20, pmp, living
AT, 2015, liver, 0.6, pmp, living
AT, 2015, pancreas, -, pmp, living
AT, 2015, heart, -, pmp, living
AT, 2015, lung, -, pmp, living
AT, 2015, heart/lung, -, pmp, living
AT, 2016, kidney, 365, num, deceased
AT, 2016, liver, 152, num, deceased
AT, 2016, pancreas, 26, num, deceased
AT, 2016, heart, 57, num, deceased
AT, 2016, lung, 110, num, deceased
AT, 2016, heart/lung, -, num, deceased
AT, 2016, kidney, 42, pmp, deceased
AT, 2016, liver, 17.5, pmp, deceased
AT, 2016, pancreas, 3, pmp, deceased
AT, 2016, heart, 6.60, pmp, deceased
AT, 2016, lung, 12.60, pmp, deceased
AT, 2016, heart/lung, -, pmp, deceased
AT, 2016, kidney, 67, num, living
AT, 2016, liver, 2, num, living
AT, 2016, pancreas, -, num, living
AT, 2016, heart, -, num, living
AT, 2016, lung, -, num, living
AT, 2016, heart/lung, -, num, living
AT, 2016, kidney, 7.70, pmp, living
AT, 2016, liver, 0.2, pmp, living
AT, 2016, pancreas, -, pmp, living
AT, 2016, heart, -, pmp, living
AT, 2016, lung, -, pmp, living
AT, 2016, heart/lung, -, pmp, living
AT, 2017, kidney, 359, num, deceased
AT, 2017, liver, 158, num, deceased
AT, 2017, pancreas, 20, num, deceased
AT, 2017, heart, 64, num, deceased
AT, 2017, lung, 116, num, deceased
AT, 2017, heart/lung, -, num, deceased
AT, 2017, kidney, 40.90, pmp, deceased
AT, 2017, liver, 18, pmp, deceased
AT, 2017, pancreas, 2.30, pmp, deceased
AT, 2017, heart, 7.30, pmp, deceased
AT, 2017, lung, 13.20, pmp, deceased
AT, 2017, heart/lung, -, pmp, deceased
AT, 2017, kidney, 69, num, living
AT, 2017, liver, 3, num, living
AT, 2017, pancreas, -, num, living
AT, 2017, heart, -, num, living
AT, 2017, lung, -, num, living
AT, 2017, heart/lung, -, num, living
AT, 2017, kidney, 7.90, pmp, living
AT, 2017, liver, 0.3, pmp, living
AT, 2017, pancreas, -, pmp, living
AT, 2017, heart, -, pmp, living
AT, 2017, lung, -, pmp, living
AT, 2017, heart/lung, -, pmp, living
AT, 2018, kidney, 344, num, deceased
AT, 2018, liver, 175, num, deceased
AT, 2018, pancreas, 20, num, deceased
AT, 2018, heart, 65, num, deceased
AT, 2018, lung, 114, num, deceased
AT, 2018, heart/lung, -, num, deceased
AT, 2018, kidney, 39, pmp, deceased
AT, 2018, liver, 19.80, pmp, deceased
AT, 2018, pancreas, 2.30, pmp, deceased
AT, 2018, heart, 7.40, pmp, deceased
AT, 2018, lung, 12.90, pmp, deceased
AT, 2018, heart/lung, -, pmp, deceased
AT, 2018, kidney, 70, num, living
AT, 2018, liver, 7, num, living
AT, 2018, pancreas, -, num, living
AT, 2018, heart, -, num, living
AT, 2018, lung, -, num, living
AT, 2018, heart/lung, -, num, living
AT, 2018, kidney, 7.90, pmp, living
AT, 2018, liver, 0.8, pmp, living
AT, 2018, pancreas, -, pmp, living
AT, 2018, heart, -, pmp, living
AT, 2018, lung, -, pmp, living
AT, 2018, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
AZ, 2015, kidney, 9.60, pmp, deceased
AZ, 2015, liver, 1.60, pmp, deceased
AZ, 2015, pancreas, 0, pmp, deceased
AZ, 2015, heart, 0, pmp, deceased
AZ, 2015, lung, 0, pmp, deceased
AZ, 2015, heart/lung, -, pmp, deceased
AZ, 2015, kidney, 94, num, living
AZ, 2015, liver, 16, num, living
AZ, 2015, pancreas, -, num, living
AZ, 2015, heart, -, num, living
AZ, 2015, lung, -, num, living
AZ, 2015, heart/lung, -, num, living
AZ, 2015, kidney, 9.60, pmp, living
AZ, 2015, liver, 1.60, pmp, living
AZ, 2015, pancreas, -, pmp, living
AZ, 2015, heart, -, pmp, living
AZ, 2015, lung, -, pmp, living
AZ, 2015, heart/lung, -, pmp, living
AZ, 2015, kidney, 94, num, deceased
AZ, 2015, liver, 16, num, deceased
AZ, 2015, pancreas, 0, num, deceased
AZ, 2015, heart, 0, num, deceased
AZ, 2015, lung, 0, num, deceased
AZ, 2015, heart/lung, -, num, deceased
