EC, 2017, kidney, 141, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2015, kidney, 0, num, deceased
ET, 2015, liver, 0, num, deceased
ET, 2015, pancreas, 0, num, deceased
ET, 2015, heart, 0, num, deceased
ET, 2015, lung, 0, num, deceased
ET, 2015, heart/lung, -, num, deceased
ET, 2015, kidney, 0, pmp, deceased
ET, 2015, liver, 0, pmp, deceased
ET, 2015, pancreas, 0, pmp, deceased
ET, 2015, heart, 0, pmp, deceased
ET, 2015, lung, 0, pmp, deceased
ET, 2015, heart/lung, -, pmp, deceased
ET, 2015, kidney, 6, num, living
ET, 2015, liver, 0, num, living
ET, 2015, pancreas, -, num, living
ET, 2015, heart, -, num, living
ET, 2015, lung, -, num, living
ET, 2015, heart/lung, -, num, living
ET, 2015, kidney, 0.06, pmp, living
ET, 2015, liver, 0, pmp, living
ET, 2015, pancreas, -, pmp, living
ET, 2015, heart, -, pmp, living
ET, 2015, lung, -, pmp, living
ET, 2015, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ET, 2017, kidney, 0, num, deceased
ET, 2017, liver, 0, num, deceased
ET, 2017, pancreas, 0, num, deceased
ET, 2017, heart, 0, num, deceased
ET, 2017, lung, 0, num, deceased
ET, 2017, heart/lung, -, num, deceased
ET, 2017, kidney, 0, pmp, deceased
ET, 2017, liver, 0, pmp, deceased
ET, 2017, pancreas, 0, pmp, deceased
ET, 2017, heart, 0, pmp, deceased
ET, 2017, lung, 0, pmp, deceased
ET, 2017, heart/lung, -, pmp, deceased
ET, 2017, kidney, 37, num, living
ET, 2017, liver, 0, num, living
ET, 2017, pancreas, -, num, living
ET, 2017, heart, -, num, living
ET, 2017, lung, -, num, living
ET, 2017, heart/lung, -, num, living
ET, 2017, kidney, 0.37, pmp, living
ET, 2017, liver, 0, pmp, living
ET, 2017, pancreas, -, pmp, living
ET, 2017, heart, -, pmp, living
ET, 2017, lung, -, pmp, living
ET, 2017, heart/lung, -, pmp, living
ES, 1993, kidney, 0, num, deceased
ES, 1993, liver, 0, num, deceased
ES, 1993, pancreas, 0, num, deceased
ES, 1993, heart, 0, num, deceased
ES, 1993, lung, 0, num, deceased
ES, 1993, heart/lung, -, num, deceased
ES, 1993, kidney, 0, pmp, deceased
ES, 1993, liver, 0, pmp, deceased
ES, 1993, pancreas, 0, pmp, deceased
ES, 1993, heart, 0, pmp, deceased
ES, 1993, lung, 0, pmp, deceased
ES, 1993, heart/lung, -, pmp, deceased
ES, 1993, kidney, 15, num, living
ES, 1993, liver, 0, num, living
ES, 1993, pancreas, -, num, living
ES, 1993, heart, -, num, living
ES, 1993, lung, -, num, living
ES, 1993, heart/lung, -, num, living
ES, 1993, kidney, 0.3, pmp, living
ES, 1993, liver, 0, pmp, living
ES, 1993, pancreas, -, pmp, living
ES, 1993, heart, -, pmp, living
ES, 1993, lung, -, pmp, living
ES, 1993, heart/lung, -, pmp, living
ES, 1994, kidney, 0, num, deceased
ES, 1994, liver, 0, num, deceased
ES, 1994, pancreas, 0, num, deceased
ES, 1994, heart, 0, num, deceased
ES, 1994, lung, 0, num, deceased
ES, 1994, heart/lung, -, num, deceased
ES, 1994, kidney, 0, pmp, deceased
ES, 1994, liver, 0, pmp, deceased
ES, 1994, pancreas, 0, pmp, deceased
ES, 1994, heart, 0, pmp, deceased
ES, 1994, lung, 0, pmp, deceased
ES, 1994, heart/lung, -, pmp, deceased
ES, 1994, kidney, 20, num, living
ES, 1994, liver, 0, num, living
ES, 1994, pancreas, -, num, living
ES, 1994, heart, -, num, living
ES, 1994, lung, -, num, living
ES, 1994, heart/lung, -, num, living
ES, 1994, kidney, 0.5, pmp, living
ES, 1994, liver, 0, pmp, living
ES, 1994, pancreas, -, pmp, living
ES, 1994, heart, -, pmp, living
ES, 1994, lung, -, pmp, living
ES, 1994, heart/lung, -, pmp, living
ES, 1995, kidney, 0, num, deceased
ES, 1995, liver, 0, num, deceased
ES, 1995, pancreas, 0, num, deceased
ES, 1995, heart, 0, num, deceased
ES, 1995, lung, 0, num, deceased
ES, 1995, heart/lung, -, num, deceased
ES, 1995, kidney, 0, pmp, deceased
ES, 1995, liver, 0, pmp, deceased
ES, 1995, pancreas, 0, pmp, deceased
ES, 1995, heart, 0, pmp, deceased
ES, 1995, lung, 0, pmp, deceased
ES, 1995, heart/lung, -, pmp, deceased
ES, 1995, kidney, 35, num, living
ES, 1995, liver, 0, num, living
ES, 1995, pancreas, -, num, living
ES, 1995, heart, -, num, living
ES, 1995, lung, -, num, living
ES, 1995, heart/lung, -, num, living
ES, 1995, kidney, 0.9, pmp, living
ES, 1995, liver, 0, pmp, living
ES, 1995, pancreas, -, pmp, living
ES, 1995, heart, -, pmp, living
ES, 1995, lung, -, pmp, living
ES, 1995, heart/lung, -, pmp, living
ES, 1996, kidney, 0, num, deceased
ES, 1996, liver, 0, num, deceased
ES, 1996, pancreas, 0, num, deceased
ES, 1996, heart, 0, num, deceased
ES, 1996, lung, 0, num, deceased
ES, 1996, heart/lung, -, num, deceased
ES, 1996, kidney, 0, pmp, deceased
ES, 1996, liver, 0, pmp, deceased
ES, 1996, pancreas, 0, pmp, deceased
ES, 1996, heart, 0, pmp, deceased
ES, 1996, lung, 0, pmp, deceased
ES, 1996, heart/lung, -, pmp, deceased
ES, 1996, kidney, 22, num, living
ES, 1996, liver, 0, num, living
ES, 1996, pancreas, -, num, living
ES, 1996, heart, -, num, living
ES, 1996, lung, -, num, living
ES, 1996, heart/lung, -, num, living
ES, 1996, kidney, 0.5, pmp, living
ES, 1996, liver, 0, pmp, living
ES, 1996, pancreas, -, pmp, living
ES, 1996, heart, -, pmp, living
ES, 1996, lung, -, pmp, living
ES, 1996, heart/lung, -, pmp, living
ES, 1997, kidney, 0, num, deceased
ES, 1997, liver, 0, num, deceased
ES, 1997, pancreas, 0, num, deceased
ES, 1997, heart, 0, num, deceased
ES, 1997, lung, 0, num, deceased
ES, 1997, heart/lung, -, num, deceased
ES, 1997, kidney, 0, pmp, deceased
ES, 1997, liver, 0, pmp, deceased
ES, 1997, pancreas, 0, pmp, deceased
ES, 1997, heart, 0, pmp, deceased
ES, 1997, lung, 0, pmp, deceased
ES, 1997, heart/lung, -, pmp, deceased
ES, 1997, kidney, 20, num, living
ES, 1997, liver, 0, num, living
ES, 1997, pancreas, -, num, living
ES, 1997, heart, -, num, living
ES, 1997, lung, -, num, living
ES, 1997, heart/lung, -, num, living
ES, 1997, kidney, 0.5, pmp, living
ES, 1997, liver, 0, pmp, living
ES, 1997, pancreas, -, pmp, living
ES, 1997, heart, -, pmp, living
ES, 1997, lung, -, pmp, living
ES, 1997, heart/lung, -, pmp, living
ES, 1998, kidney, 0, num, deceased
ES, 1998, liver, 0, num, deceased
ES, 1998, pancreas, 0, num, deceased
ES, 1998, heart, 0, num, deceased
ES, 1998, lung, 0, num, deceased
ES, 1998, heart/lung, -, num, deceased
ES, 1998, kidney, 0, pmp, deceased
ES, 1998, liver, 0, pmp, deceased
ES, 1998, pancreas, 0, pmp, deceased
ES, 1998, heart, 0, pmp, deceased
ES, 1998, lung, 0, pmp, deceased
ES, 1998, heart/lung, -, pmp, deceased
ES, 1998, kidney, 19, num, living
ES, 1998, liver, 0, num, living
ES, 1998, pancreas, -, num, living
ES, 1998, heart, -, num, living
ES, 1998, lung, -, num, living
ES, 1998, heart/lung, -, num, living
ES, 1998, kidney, 0.4, pmp, living
ES, 1998, liver, 0, pmp, living
ES, 1998, pancreas, -, pmp, living
ES, 1998, heart, -, pmp, living
ES, 1998, lung, -, pmp, living
ES, 1998, heart/lung, -, pmp, living
ES, 1999, kidney, 0, num, deceased
ES, 1999, liver, 0, num, deceased
ES, 1999, pancreas, 0, num, deceased
ES, 1999, heart, 0, num, deceased
ES, 1999, lung, 0, num, deceased
ES, 1999, heart/lung, -, num, deceased
ES, 1999, kidney, 0, pmp, deceased
ES, 1999, liver, 0, pmp, deceased
ES, 1999, pancreas, 0, pmp, deceased
ES, 1999, heart, 0, pmp, deceased
ES, 1999, lung, 0, pmp, deceased
ES, 1999, heart/lung, -, pmp, deceased
ES, 1999, kidney, 17, num, living
ES, 1999, liver, 0, num, living
ES, 1999, pancreas, -, num, living
ES, 1999, heart, -, num, living
ES, 1999, lung, -, num, living
ES, 1999, heart/lung, -, num, living
ES, 1999, kidney, 0.4, pmp, living
ES, 1999, liver, 0, pmp, living
ES, 1999, pancreas, -, pmp, living
ES, 1999, heart, -, pmp, living
ES, 1999, lung, -, pmp, living
ES, 1999, heart/lung, -, pmp, living
ES, 2000, kidney, 1919, num, deceased
ES, 2000, liver, 954, num, deceased
ES, 2000, pancreas, 0, num, deceased
ES, 2000, heart, 353, num, deceased
ES, 2000, lung, 47, num, deceased
ES, 2000, heart/lung, -, num, deceased
ES, 2000, kidney, 48.30, pmp, deceased
ES, 2000, liver, 24, pmp, deceased
ES, 2000, pancreas, 0, pmp, deceased
ES, 2000, heart, 8.90, pmp, deceased
ES, 2000, lung, 1.10, pmp, deceased
ES, 2000, heart/lung, -, pmp, deceased
ES, 2000, kidney, 19, num, living
ES, 2000, liver, 0, num, living
ES, 2000, pancreas, -, num, living
ES, 2000, heart, -, num, living
ES, 2000, lung, -, num, living
ES, 2000, heart/lung, -, num, living
ES, 2000, kidney, 0.4, pmp, living
ES, 2000, liver, 0, pmp, living
ES, 2000, pancreas, -, pmp, living
ES, 2000, heart, -, pmp, living
ES, 2000, lung, -, pmp, living
ES, 2000, heart/lung, -, pmp, living
ES, 2001, kidney, 1893, num, deceased
ES, 2001, liver, 952, num, deceased
ES, 2001, pancreas, 6, num, deceased
ES, 2001, heart, 341, num, deceased
ES, 2001, lung, 143, num, deceased
ES, 2001, heart/lung, -, num, deceased
ES, 2001, kidney, 46, pmp, deceased
ES, 2001, liver, 23.10, pmp, deceased
ES, 2001, pancreas, 0.1, pmp, deceased
ES, 2001, heart, 8.20, pmp, deceased
ES, 2001, lung, 3.40, pmp, deceased
ES, 2001, heart/lung, -, pmp, deceased
ES, 2001, kidney, 31, num, living
ES, 2001, liver, 20, num, living
ES, 2001, pancreas, -, num, living
ES, 2001, heart, -, num, living
ES, 2001, lung, -, num, living
ES, 2001, heart/lung, -, num, living
ES, 2001, kidney, 0.7, pmp, living
ES, 2001, liver, 0.4, pmp, living
ES, 2001, pancreas, -, pmp, living
ES, 2001, heart, -, pmp, living
ES, 2001, lung, -, pmp, living
ES, 2001, heart/lung, -, pmp, living
ES, 2002, kidney, 1998, num, deceased
ES, 2002, liver, 978, num, deceased
ES, 2002, pancreas, 11, num, deceased
ES, 2002, heart, 304, num, deceased
ES, 2002, lung, 0, num, deceased
ES, 2002, heart/lung, -, num, deceased
ES, 2002, kidney, 47.70, pmp, deceased
ES, 2002, liver, 23.30, pmp, deceased
ES, 2002, pancreas, 0.2, pmp, deceased
ES, 2002, heart, 7.20, pmp, deceased
ES, 2002, lung, 0, pmp, deceased
ES, 2002, heart/lung, -, pmp, deceased
ES, 2002, kidney, 34, num, living
ES, 2002, liver, 41, num, living
ES, 2002, pancreas, -, num, living
ES, 2002, heart, -, num, living
ES, 2002, lung, -, num, living
ES, 2002, heart/lung, -, num, living
ES, 2002, kidney, 0.8, pmp, living
ES, 2002, liver, 0.9, pmp, living
ES, 2002, pancreas, -, pmp, living
ES, 2002, heart, -, pmp, living
ES, 2002, lung, -, pmp, living
ES, 2002, heart/lung, -, pmp, living
ES, 2003, kidney, 2069, num, deceased
ES, 2003, liver, 995, num, deceased
ES, 2003, pancreas, 3, num, deceased
ES, 2003, heart, 287, num, deceased
ES, 2003, lung, 0, num, deceased
ES, 2003, heart/lung, -, num, deceased
ES, 2003, kidney, 48.40, pmp, deceased
ES, 2003, liver, 23.30, pmp, deceased
ES, 2003, pancreas, 0, pmp, deceased
ES, 2003, heart, 6.70, pmp, deceased
ES, 2003, lung, 0, pmp, deceased
ES, 2003, heart/lung, -, pmp, deceased
ES, 2003, kidney, 60, num, living
ES, 2003, liver, 31, num, living
ES, 2003, pancreas, -, num, living
ES, 2003, heart, -, num, living
ES, 2003, lung, -, num, living
ES, 2003, heart/lung, -, num, living
ES, 2003, kidney, 1.40, pmp, living
ES, 2003, liver, 0.7, pmp, living
ES, 2003, pancreas, -, pmp, living
ES, 2003, heart, -, pmp, living
ES, 2003, lung, -, pmp, living
ES, 2003, heart/lung, -, pmp, living
ES, 2004, kidney, 2086, num, deceased
ES, 2004, liver, 988, num, deceased
ES, 2004, pancreas, 12, num, deceased
ES, 2004, heart, 283, num, deceased
ES, 2004, lung, 0, num, deceased
ES, 2004, heart/lung, -, num, deceased
ES, 2004, kidney, 48.20, pmp, deceased
ES, 2004, liver, 22.80, pmp, deceased
ES, 2004, pancreas, 0.2, pmp, deceased
ES, 2004, heart, 6.5, pmp, deceased
ES, 2004, lung, 0, pmp, deceased
ES, 2004, heart/lung, -, pmp, deceased
ES, 2004, kidney, 61, num, living
ES, 2004, liver, 18, num, living
ES, 2004, pancreas, -, num, living
ES, 2004, heart, -, num, living
ES, 2004, lung, -, num, living
ES, 2004, heart/lung, -, num, living
ES, 2004, kidney, 1.40, pmp, living
ES, 2004, liver, 0.4, pmp, living
ES, 2004, pancreas, -, pmp, living
ES, 2004, heart, -, pmp, living
ES, 2004, lung, -, pmp, living
ES, 2004, heart/lung, -, pmp, living
ES, 2005, kidney, 2049, num, deceased
ES, 2005, liver, 1040, num, deceased
ES, 2005, pancreas, 13, num, deceased
ES, 2005, heart, 285, num, deceased
ES, 2005, lung, 0, num, deceased
ES, 2005, heart/lung, -, num, deceased
ES, 2005, kidney, 46.40, pmp, deceased
ES, 2005, liver, 23.5, pmp, deceased
ES, 2005, pancreas, 0.2, pmp, deceased
ES, 2005, heart, 6.40, pmp, deceased
ES, 2005, lung, 0, pmp, deceased
ES, 2005, heart/lung, -, pmp, deceased
ES, 2005, kidney, 88, num, living
ES, 2005, liver, 25, num, living
ES, 2005, pancreas, -, num, living
ES, 2005, heart, -, num, living
ES, 2005, lung, -, num, living
ES, 2005, heart/lung, -, num, living
ES, 2005, kidney, 1.9, pmp, living
ES, 2005, liver, 0.5, pmp, living
ES, 2005, pancreas, -, pmp, living
ES, 2005, heart, -, pmp, living
ES, 2005, lung, -, pmp, living
ES, 2005, heart/lung, -, pmp, living
ES, 2006, kidney, 2019, num, deceased
ES, 2006, liver, 1051, num, deceased
ES, 2006, pancreas, 10, num, deceased
ES, 2006, heart, 274, num, deceased
ES, 2006, lung, 67, num, deceased
ES, 2006, heart/lung, -, num, deceased
ES, 2006, kidney, 45.20, pmp, deceased
ES, 2006, liver, 23.5, pmp, deceased
ES, 2006, pancreas, 0.2, pmp, deceased
ES, 2006, heart, 6.10, pmp, deceased
ES, 2006, lung, 1.5, pmp, deceased
ES, 2006, heart/lung, -, pmp, deceased
ES, 2006, kidney, 102, num, living
ES, 2006, liver, 18, num, living
ES, 2006, pancreas, -, num, living
ES, 2006, heart, -, num, living
ES, 2006, lung, -, num, living
