PK, 2006, kidney, 0, num, deceased
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2006, kidney, 0, num, deceased
TT, 2006, liver, 0, num, deceased
TT, 2006, pancreas, 0, num, deceased
TT, 2006, heart, 0, num, deceased
TT, 2006, lung, 0, num, deceased
TT, 2006, heart/lung, -, num, deceased
TT, 2006, kidney, 0, pmp, deceased
TT, 2006, liver, 0, pmp, deceased
TT, 2006, pancreas, 0, pmp, deceased
TT, 2006, heart, 0, pmp, deceased
TT, 2006, lung, 0, pmp, deceased
TT, 2006, heart/lung, -, pmp, deceased
TT, 2006, kidney, 0, num, living
TT, 2006, liver, 0, num, living
TT, 2006, pancreas, -, num, living
TT, 2006, heart, -, num, living
TT, 2006, lung, -, num, living
TT, 2006, heart/lung, -, num, living
TT, 2006, kidney, 0, pmp, living
TT, 2006, liver, 0, pmp, living
TT, 2006, pancreas, -, pmp, living
TT, 2006, heart, -, pmp, living
TT, 2006, lung, -, pmp, living
TT, 2006, heart/lung, -, pmp, living
TT, 2007, kidney, 0, num, deceased
TT, 2007, liver, 0, num, deceased
TT, 2007, pancreas, 0, num, deceased
TT, 2007, heart, 0, num, deceased
TT, 2007, lung, 0, num, deceased
TT, 2007, heart/lung, -, num, deceased
TT, 2007, kidney, 0, pmp, deceased
TT, 2007, liver, 0, pmp, deceased
TT, 2007, pancreas, 0, pmp, deceased
TT, 2007, heart, 0, pmp, deceased
TT, 2007, lung, 0, pmp, deceased
TT, 2007, heart/lung, -, pmp, deceased
TT, 2007, kidney, 8, num, living
TT, 2007, liver, 0, num, living
TT, 2007, pancreas, -, num, living
TT, 2007, heart, -, num, living
TT, 2007, lung, -, num, living
TT, 2007, heart/lung, -, num, living
TT, 2007, kidney, 6.20, pmp, living
TT, 2007, liver, 0, pmp, living
TT, 2007, pancreas, -, pmp, living
TT, 2007, heart, -, pmp, living
TT, 2007, lung, -, pmp, living
TT, 2007, heart/lung, -, pmp, living
TT, 2008, kidney, 1, num, deceased
TT, 2008, liver, 0, num, deceased
TT, 2008, pancreas, 0, num, deceased
TT, 2008, heart, 0, num, deceased
TT, 2008, lung, 0, num, deceased
TT, 2008, heart/lung, -, num, deceased
TT, 2008, kidney, 0.8, pmp, deceased
TT, 2008, liver, 0, pmp, deceased
TT, 2008, pancreas, 0, pmp, deceased
TT, 2008, heart, 0, pmp, deceased
TT, 2008, lung, 0, pmp, deceased
TT, 2008, heart/lung, -, pmp, deceased
TT, 2008, kidney, 17, num, living
TT, 2008, liver, 0, num, living
TT, 2008, pancreas, -, num, living
TT, 2008, heart, -, num, living
TT, 2008, lung, -, num, living
TT, 2008, heart/lung, -, num, living
TT, 2008, kidney, 13.10, pmp, living
TT, 2008, liver, 0, pmp, living
TT, 2008, pancreas, -, pmp, living
TT, 2008, heart, -, pmp, living
TT, 2008, lung, -, pmp, living
TT, 2008, heart/lung, -, pmp, living
TT, 2009, kidney, 0, num, deceased
TT, 2009, liver, 0, num, deceased
TT, 2009, pancreas, 0, num, deceased
TT, 2009, heart, 0, num, deceased
TT, 2009, lung, 0, num, deceased
TT, 2009, heart/lung, -, num, deceased
TT, 2009, kidney, 0, pmp, deceased
TT, 2009, liver, 0, pmp, deceased
TT, 2009, pancreas, 0, pmp, deceased
TT, 2009, heart, 0, pmp, deceased
TT, 2009, lung, 0, pmp, deceased
TT, 2009, heart/lung, -, pmp, deceased
TT, 2009, kidney, 14, num, living
TT, 2009, liver, 0, num, living
TT, 2009, pancreas, -, num, living
TT, 2009, heart, -, num, living
TT, 2009, lung, -, num, living
TT, 2009, heart/lung, -, num, living
TT, 2009, kidney, 10.80, pmp, living
TT, 2009, liver, 0, pmp, living
TT, 2009, pancreas, -, pmp, living
TT, 2009, heart, -, pmp, living
TT, 2009, lung, -, pmp, living
TT, 2009, heart/lung, -, pmp, living
TT, 2010, kidney, 0, num, deceased
TT, 2010, liver, 0, num, deceased
TT, 2010, pancreas, 0, num, deceased
TT, 2010, heart, 0, num, deceased
TT, 2010, lung, 0, num, deceased
TT, 2010, heart/lung, -, num, deceased
TT, 2010, kidney, 0, pmp, deceased
TT, 2010, liver, 0, pmp, deceased
TT, 2010, pancreas, 0, pmp, deceased
TT, 2010, heart, 0, pmp, deceased
TT, 2010, lung, 0, pmp, deceased
TT, 2010, heart/lung, -, pmp, deceased
TT, 2010, kidney, 16, num, living
TT, 2010, liver, 0, num, living
TT, 2010, pancreas, -, num, living
TT, 2010, heart, -, num, living
TT, 2010, lung, -, num, living
TT, 2010, heart/lung, -, num, living
TT, 2010, kidney, 12.30, pmp, living
TT, 2010, liver, 0, pmp, living
TT, 2010, pancreas, -, pmp, living
TT, 2010, heart, -, pmp, living
TT, 2010, lung, -, pmp, living
TT, 2010, heart/lung, -, pmp, living
TT, 2011, kidney, 0, num, deceased
TT, 2011, liver, 0, num, deceased
TT, 2011, pancreas, 0, num, deceased
TT, 2011, heart, 0, num, deceased
TT, 2011, lung, 0, num, deceased
TT, 2011, heart/lung, -, num, deceased
TT, 2011, kidney, 0, pmp, deceased
TT, 2011, liver, 0, pmp, deceased
TT, 2011, pancreas, 0, pmp, deceased
TT, 2011, heart, 0, pmp, deceased
TT, 2011, lung, 0, pmp, deceased
TT, 2011, heart/lung, -, pmp, deceased
TT, 2011, kidney, 14, num, living
TT, 2011, liver, 0, num, living
TT, 2011, pancreas, -, num, living
TT, 2011, heart, -, num, living
TT, 2011, lung, -, num, living
TT, 2011, heart/lung, -, num, living
TT, 2011, kidney, 11.67, pmp, living
TT, 2011, liver, 0, pmp, living
TT, 2011, pancreas, -, pmp, living
TT, 2011, heart, -, pmp, living
TT, 2011, lung, -, pmp, living
TT, 2011, heart/lung, -, pmp, living
TT, 2012, kidney, 2, num, deceased
TT, 2012, liver, 0, num, deceased
TT, 2012, pancreas, 0, num, deceased
TT, 2012, heart, 0, num, deceased
TT, 2012, lung, 0, num, deceased
TT, 2012, heart/lung, -, num, deceased
TT, 2012, kidney, 2, pmp, deceased
TT, 2012, liver, 0, pmp, deceased
TT, 2012, pancreas, 0, pmp, deceased
TT, 2012, heart, 0, pmp, deceased
TT, 2012, lung, 0, pmp, deceased
TT, 2012, heart/lung, -, pmp, deceased
TT, 2012, kidney, 12, num, living
TT, 2012, liver, 0, num, living
TT, 2012, pancreas, -, num, living
TT, 2012, heart, -, num, living
TT, 2012, lung, -, num, living
TT, 2012, heart/lung, -, num, living
TT, 2012, kidney, 9.23, pmp, living
TT, 2012, liver, 0, pmp, living
TT, 2012, pancreas, -, pmp, living
TT, 2012, heart, -, pmp, living
TT, 2012, lung, -, pmp, living
TT, 2012, heart/lung, -, pmp, living
TT, 2013, kidney, 3, num, deceased
TT, 2013, liver, 0, num, deceased
TT, 2013, pancreas, 0, num, deceased
TT, 2013, heart, 0, num, deceased
TT, 2013, lung, 0, num, deceased
TT, 2013, heart/lung, -, num, deceased
TT, 2013, kidney, 2.30, pmp, deceased
TT, 2013, liver, 0, pmp, deceased
TT, 2013, pancreas, 0, pmp, deceased
TT, 2013, heart, 0, pmp, deceased
TT, 2013, lung, 0, pmp, deceased
TT, 2013, heart/lung, -, pmp, deceased
TT, 2013, kidney, 10, num, living
TT, 2013, liver, 0, num, living
TT, 2013, pancreas, -, num, living
TT, 2013, heart, -, num, living
TT, 2013, lung, -, num, living
TT, 2013, heart/lung, -, num, living
TT, 2013, kidney, 7.69, pmp, living
TT, 2013, liver, 0, pmp, living
TT, 2013, pancreas, -, pmp, living
TT, 2013, heart, -, pmp, living
TT, 2013, lung, -, pmp, living
TT, 2013, heart/lung, -, pmp, living
TT, 2014, kidney, 10, num, deceased
TT, 2014, liver, 0, num, deceased
TT, 2014, pancreas, 0, num, deceased
TT, 2014, heart, 0, num, deceased
TT, 2014, lung, 0, num, deceased
TT, 2014, heart/lung, -, num, deceased
TT, 2014, kidney, 7.69, pmp, deceased
TT, 2014, liver, 0, pmp, deceased
TT, 2014, pancreas, 0, pmp, deceased
TT, 2014, heart, 0, pmp, deceased
TT, 2014, lung, 0, pmp, deceased
TT, 2014, heart/lung, -, pmp, deceased
TT, 2014, kidney, 10, num, living
TT, 2014, liver, 0, num, living
TT, 2014, pancreas, -, num, living
TT, 2014, heart, -, num, living
TT, 2014, lung, -, num, living
TT, 2014, heart/lung, -, num, living
TT, 2014, kidney, 7.69, pmp, living
TT, 2014, liver, 0, pmp, living
TT, 2014, pancreas, -, pmp, living
TT, 2014, heart, -, pmp, living
TT, 2014, lung, -, pmp, living
TT, 2014, heart/lung, -, pmp, living
TT, 2015, kidney, 6, num, deceased
TT, 2015, liver, 0, num, deceased
TT, 2015, pancreas, 0, num, deceased
TT, 2015, heart, 0, num, deceased
TT, 2015, lung, 0, num, deceased
TT, 2015, heart/lung, -, num, deceased
TT, 2015, kidney, 4.61, pmp, deceased
TT, 2015, liver, 0, pmp, deceased
TT, 2015, pancreas, 0, pmp, deceased
TT, 2015, heart, 0, pmp, deceased
TT, 2015, lung, 0, pmp, deceased
TT, 2015, heart/lung, -, pmp, deceased
TT, 2015, kidney, 11, num, living
TT, 2015, liver, 0, num, living
TT, 2015, pancreas, -, num, living
TT, 2015, heart, -, num, living
TT, 2015, lung, -, num, living
TT, 2015, heart/lung, -, num, living
TT, 2015, kidney, 8.46, pmp, living
TT, 2015, liver, 0, pmp, living
TT, 2015, pancreas, -, pmp, living
TT, 2015, heart, -, pmp, living
TT, 2015, lung, -, pmp, living
TT, 2015, heart/lung, -, pmp, living
TT, 2016, kidney, 5, num, deceased
TT, 2016, liver, 0, num, deceased
TT, 2016, pancreas, 0, num, deceased
TT, 2016, heart, 0, num, deceased
TT, 2016, lung, 0, num, deceased
TT, 2016, heart/lung, -, num, deceased
TT, 2016, kidney, 3.34, pmp, deceased
TT, 2016, liver, 0, pmp, deceased
TT, 2016, pancreas, 0, pmp, deceased
TT, 2016, heart, 0, pmp, deceased
TT, 2016, lung, 0, pmp, deceased
TT, 2016, heart/lung, -, pmp, deceased
TT, 2016, kidney, 7, num, living
TT, 2016, liver, 0, num, living
TT, 2016, pancreas, -, num, living
TT, 2016, heart, -, num, living
TT, 2016, lung, -, num, living
TT, 2016, heart/lung, -, num, living
TT, 2016, kidney, 4.64, pmp, living
TT, 2016, liver, 0, pmp, living
TT, 2016, pancreas, -, pmp, living
TT, 2016, heart, -, pmp, living
TT, 2016, lung, -, pmp, living
TT, 2016, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TT, 2017, kidney, 4, num, deceased
TT, 2017, liver, 0, num, deceased
TT, 2017, pancreas, 0, num, deceased
TT, 2017, heart, 0, num, deceased
TT, 2017, lung, 0, num, deceased
TT, 2017, heart/lung, -, num, deceased
TT, 2017, kidney, 2.99, pmp, deceased
TT, 2017, liver, 0, pmp, deceased
TT, 2017, pancreas, 0, pmp, deceased
TT, 2017, heart, 0, pmp, deceased
TT, 2017, lung, 0, pmp, deceased
TT, 2017, heart/lung, -, pmp, deceased
TT, 2017, kidney, 5, num, living
TT, 2017, liver, 0, num, living
TT, 2017, pancreas, -, num, living
TT, 2017, heart, -, num, living
TT, 2017, lung, -, num, living
TT, 2017, heart/lung, -, num, living
TT, 2017, kidney, 3.73, pmp, living
TT, 2017, liver, 0, pmp, living
TT, 2017, pancreas, -, pmp, living
TT, 2017, heart, -, pmp, living
TT, 2017, lung, -, pmp, living
TT, 2017, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
TN, 2013, heart, 0, pmp, deceased
TN, 2013, lung, 0.1, pmp, deceased
TN, 2013, heart/lung, -, pmp, deceased
TN, 2013, kidney, 107, num, living
TN, 2013, liver, 0, num, living
TN, 2013, pancreas, -, num, living
TN, 2013, heart, -, num, living
TN, 2013, lung, -, num, living
TN, 2013, heart/lung, -, num, living
TN, 2013, kidney, 9.90, pmp, living
TN, 2013, liver, 0, pmp, living
TN, 2013, pancreas, -, pmp, living
TN, 2013, heart, -, pmp, living
TN, 2013, lung, -, pmp, living
TN, 2013, heart/lung, -, pmp, living
TN, 2013, kidney, 18, num, deceased
TN, 2013, liver, 1, num, deceased
TN, 2013, pancreas, 0, num, deceased
TN, 2013, heart, 0, num, deceased
TN, 2013, lung, 1, num, deceased
TN, 2013, heart/lung, -, num, deceased
TN, 2013, kidney, 1.66, pmp, deceased
TN, 2013, liver, 0.1, pmp, deceased
TN, 2013, pancreas, 0, pmp, deceased
